      7.882903   -877.847859        9     -0.609091     -0.406232
      7.913151   -875.816189        5     -0.609210     -0.407886
      7.943516   -873.848962       10     -0.609240     -0.409530
      7.973997   -871.903496        4     -0.609164     -0.411163
      8.004595   -869.896220        9     -0.608976     -0.412784
      8.035310   -867.784613        9     -0.608673     -0.414393
      8.066143   -865.629929        5     -0.608283     -0.415993
      8.097095   -863.507023        9     -0.607842     -0.417584
      8.128165   -861.439729        4     -0.607379     -0.419169
      8.159355   -859.425843        7     -0.606940     -0.420750
      8.190664   -857.462829        7     -0.606574     -0.422329
      8.222093   -855.544634        4     -0.606338     -0.423911
      8.253643   -853.654393        9     -0.606290     -0.425500
      8.285314   -851.767966        8     -0.606513     -0.427101
      8.317107   -849.863218        9     -0.607129     -0.428724
      8.349022   -847.927877        6     -0.608313     -0.430381
      8.381059   -845.985787       13     -0.610324     -0.432095
      8.413218   -844.107029        9     -0.613399     -0.433892
      8.445502   -842.222498       17     -0.611645     -0.435348
      8.477909   -842.715618       16     -0.642332     -0.439960
      8.510441   -839.881337        8     -0.627384     -0.439838
      8.543097   -840.206955       14     -0.641921     -0.443105
      8.575879   -835.736792       14     -0.613470     -0.441740
      8.608786   -834.213746       12     -0.608817     -0.442925
      8.641820   -833.126426        9     -0.618949     -0.445312
      8.674981   -833.218178       10     -0.630212     -0.448021
      8.708268   -830.105048        7     -0.613638     -0.447920
      8.741684   -828.644262        8     -0.607993     -0.448969
      8.775228   -827.260390        8     -0.605758     -0.450313
      8.808900   -827.175741       17     -0.677909     -0.462310
      8.842702   -826.373832        7     -0.707267     -0.471258
      8.876633   -825.074661       11     -0.704731     -0.472250
      8.910695   -823.812429       16     -0.699228     -0.472432
      8.944887   -822.657299        8     -0.703937     -0.475398
      8.979210   -821.523796        7     -0.703323     -0.476901
      9.013666   -820.440176       15     -0.706645     -0.479528
      9.048253   -819.402248       13     -0.708933     -0.481881
      9.082973   -818.404509        4     -0.710846     -0.484140
      9.117826   -817.442556        8     -0.713543     -0.486658
      9.152814   -816.517849        3     -0.715934     -0.489106
      9.187935   -815.576580        8     -0.707792     -0.488210
      9.223191   -814.787305       10     -0.720308     -0.493930
      9.258582   -813.985642        3     -0.724847     -0.497195
      9.294110   -813.221824        7     -0.725668     -0.499186
      9.329773   -812.352730        4     -0.706352     -0.494358
      9.365573   -811.804039       16     -0.728771     -0.503714
      9.401511   -811.161971       10     -0.736385     -0.508337
      9.437587   -810.510580       14     -0.725971     -0.506058
      9.473801   -809.963262       14     -0.741610     -0.513896
      9.510154   -809.318330        9     -0.723411     -0.508462
      9.546646   -808.809065       10     -0.734048     -0.514246
      9.583279   -808.251708        9     -0.728183     -0.513617
      9.620052   -807.696087       12     -0.721276     -0.512644
      9.656966   -807.125063       11     -0.712336     -0.511024
      9.694022   -806.718644       11     -0.721589     -0.516057
      9.731220   -806.371686       12     -0.741799     -0.526014
      9.768561   -805.728062       11     -0.712301     -0.515856
      9.806045   -805.495290       24     -0.743492     -0.530185
      9.843673   -805.019991       22     -0.733830     -0.527637
      9.881445   -804.438153       11     -0.710358     -0.519953
      9.919363   -804.182363        6     -0.730053     -0.529355
      9.957425   -803.661855        8     -0.712058     -0.523768
      9.995634   -803.443744        9     -0.736027     -0.535276
     10.033990   -802.830447        4     -0.702067     -0.523250
     10.072492   -802.553724        7     -0.712236     -0.528603
     10.111143   -802.327738       18     -0.731376     -0.538168
     10.149941   -801.999685       14     -0.734398     -0.541177
     10.188889   -801.535586       13     -0.713420     -0.533808
     10.227986   -801.117556        5     -0.700377     -0.530363
     10.267233   -800.791551        4     -0.698871     -0.531342
     10.306630   -800.495803       10     -0.700419     -0.533442
     10.346179   -800.191064        8     -0.699725     -0.534707
     10.385880   -799.902262        6     -0.700278     -0.536437
     10.425733   -799.709079       13     -0.715145     -0.543944
     10.465738   -799.456556       11     -0.720374     -0.547782
     10.505898   -799.149323       11     -0.714393     -0.546742
     10.546211   -798.823883       11     -0.704335     -0.544104
     10.586679   -798.578744        7     -0.706964     -0.546700
     10.627303   -798.410885       23     -0.723921     -0.555718
     10.668082   -798.069731        7     -0.705944     -0.549321
     10.709018   -797.971064        9     -0.737688     -0.565732
     10.750110   -797.746661       10     -0.742364     -0.569854
     10.791361   -797.484006        8     -0.734508     -0.567321
     10.832770   -797.252446        3     -0.733877     -0.568603
     10.874337   -797.037300       10     -0.736433     -0.571558
     10.916065   -796.838881        3     -0.743037     -0.576801
     10.957952   -796.639331        8     -0.748583     -0.581635
     11.000000   -796.482433        4     -0.790865     -0.611987
